index,value
399,59.24528849396044
400,58.73784403815235
401,58.22807978501379
402,57.71601586721694
403,57.20167250825702
404,56.68507002165373
405,56.166228810148866
406,55.645169364900696
407,55.121912264674656
408,54.596478175030384
409,54.06888784750584
410,53.5391621187976
411,53.00732190993793
412,52.47338822546859
413,51.93738215261119
414,51.39932486043448
415,50.859237599018236
416,50.31714169861389
417,49.77305856880234
418,49.22700969764834
419,48.67901665085172
420,48.12910107089568
421,47.57728467619222
422,47.02358926022423
423,46.468036690684826
424,45.91064890861372
425,45.35144792753062
426,44.79045583256591
427,44.2276947795884
428,43.6631869943301
429,43.09695477150888
430,42.52902047394756
431,41.95940653169075
432,41.388135441119225
433,40.81522976406126
434,40.24071212690163
435,39.66460521968801
436,39.08693179523483
437,38.507714668224665
438,37.9269767143073
439,37.34474086919596
440,36.761030127761984
441,36.17586754312623
442,35.589276225748876
443,35.0012793425164
444,34.41190011582696
445,33.82116182267317
446,33.22908779372263
447,32.63570141239654
448,32.04102611394636
449,31.44508538452812
450,30.84790276027489
451,30.249501826367226
452,29.649906216101712
453,29.049139609957592
454,28.447225734661547
455,27.84418836225043
456,27.240051309132863
457,26.63483843514819
458,26.02857364262425
459,25.421280875433556
460,24.81298411804751
461,24.20370739458917
462,23.59347476788448
463,22.982310338511887
464,22.370238243850526
465,21.757282657127007
466,21.14346778646045
467,20.528817873906895
468,19.913357194501398
469,19.297110055299616
470,18.68010079441756
471,18.062353780070694
472,17.443893409611324
473,16.8247441085651
474,16.204930329666357
475,15.58447655189238
476,14.963407279496607
477,14.341747041040891
478,13.719520388426739
479,13.096751895925665
480,12.4734661592087
481,11.849687794374825
482,11.225441436979056
483,10.600751741059252
484,9.975643378162701
485,9.350141036371292
486,8.724269419326927
487,8.098053245255656
488,7.471517245991488
489,6.844686165999632
490,6.21758476139925
491,5.590237798985718
492,4.9626700552525405
493,4.334906315412599
494,3.7069713724197317
495,3.0788900259891507
496,2.4506870816180504
497,1.82238734960616
498,1.1940156440756993
499,0.5655967819914199
500,-0.06284441781952356
501,-0.6912831356477679
502,-1.3196945518819734
503,-1.9480538479890082
504,-2.576336207494353
505,-3.2045168169617644
506,-3.8325708669737018
507,-4.460473553110881
508,-5.088200076932135
509,-5.715725646953527
510,-6.343025479627701
511,-6.970074800322408
512,-7.596848844299407
513,-8.223322857692086
514,-8.849472098483302
515,-9.47527183748252
516,-10.100697359302444
517,-10.725723963335156
518,-11.350326964727623
519,-11.974481695356564
520,-12.598163504802882
521,-13.221347761324969
522,-13.844009852831496
523,-14.466125187853812
524,-15.087669196516746
525,-15.708617331509181
526,-16.32894506905344
527,-16.948627909874002
528,-17.567641380164822
529,-18.18596103255613
530,-18.803562447079706
531,-19.420421232133613
532,-20.03651302544537
533,-20.651813495034084
534,-21.266298340171456
535,-21.879943292341654
536,-22.49272411619951
537,-23.104616610527863
538,-23.715596609193266
539,-24.325639982100576
540,-24.9347226361458
541,-25.54282051616737
542,-26.149909605896895
543,-26.75596592890697
544,-27.36096554955844
545,-27.964884573945586
546,-28.567699150839992
547,-29.16938547263222
548,-29.769919776272314
549,-30.36927834420821
550,-30.96743750532238
551,-31.56437363586703
552,-32.16006316039636
553,-32.754482552698605
554,-33.34760833672446
555,-33.93941708751455
556,-34.52988543212452
557,-35.1189900505481
558,-35.70670767663823
559,-36.29301509902575
560,-36.87788916203623
561,-37.4613067666044
562,-38.04324487118672
563,-38.62368049267075
564,-39.20259070728349
565,-39.77995265149655
566,-40.35574352292891
567,-40.92994058124769
568,-41.502521149066155
569,-42.0734626128395
570,-42.642742423757696
571,-43.21033809863625
572,-43.77622722080408
573,-44.340387440988735
574,-44.90279647819928
575,-45.46343212060608
576,-46.022272226418224
577,-46.57929472475771
578,-47.13447761653137
579,-47.6877989752996
580,-48.23923694814227
581,-48.78876975652201
582,-49.33637569714402
583,-49.88203314281346
584,-50.42572054328943
585,-50.967416426136246
586,-51.507099397571366
587,-52.04474814331026
588,-52.58034142940845
589,-53.11385810309981
590,-53.64527709363216
591,-54.174577413099335
592,-54.701738157270306
593,-55.22673850641445
594,-55.74955772612407
595,-56.27017516813303
596,-56.78857027113254
597,-57.30472256158301
598,-57.81861165452264
599,-58.33021725437255
600,-58.83951915573841
601,-59.34649724420824
602,-59.85113149714698
603,-60.35340198448714
604,-60.853288869516135
605,-61.35077240965949
606,-61.84583295726044
607,-62.33845096035642
608,-62.82860696345072
609,-63.31628160828113
610,-63.80145563458436
611,-64.28410988085685
612,-64.76422528511134
613,-65.2417828856299
614,-65.71676382171263
615,-66.18914933442267
616,-66.65892076732712
617,-67.1260595672335
618,-67.59054728492308
619,-68.052365575879
620,-68.511496201011
621,-68.96792102737575
622,-69.4216220288929
623,-69.87258128705717
624,-70.32078099164585
625,-70.76620344142223
626,-71.20883104483482
627,-71.64864632071207
628,-72.0856318989525
629,-72.51977052121114
630,-72.95104504158094
631,-73.37943842726986
632,-73.80493375927367
633,-74.22751423304403
634,-74.64716315915243
635,-75.06386396394902
636,-75.47760019021729
637,-75.8883554978241
638,-76.29611366436492
639,-76.70085858580462
640,-77.10257427711336
641,-77.50124487289798
642,-77.8968546280286
643,-78.28938791826046
644,-78.67882924085087
645,-79.06516321517168
646,-79.44837458331654
647,-79.82844821070353
648,-80.2053690866731
649,-80.57912232508065
650,-80.94969316488432
651,-81.31706697072842
652,-81.68122923352112
653,-82.04216557100749
654,-82.39986172833757
655,-82.75430357862948
656,-83.10547712352702
657,-83.45336849375286
658,-83.79796394965604
659,-84.13924988175481
660,-84.47721281127403
661,-84.8118393906773
662,-85.14311640419466
663,-85.47103076834392
664,-85.79556953244776
665,-86.11671987914501
666,-86.43446912489703
667,-86.7488047204885
668,-87.05971425152306
669,-87.36718543891368
670,-87.67120613936754
671,-87.97176434586564
672,-88.26884818813701
673,-88.5624459331275
674,-88.85254598546322
675,-89.13913688790838
676,-89.42220732181787
677,-89.70174610758428
678,-89.97774220507944
679,-90.25018471409034
680,-90.51906287474972
681,-90.78436606796105
682,-91.04608381581768
683,-91.30420578201702
684,-91.55872177226853
685,-91.80962173469638
686,-92.05689576023647
687,-92.30053408302771
688,-92.54052708079776
689,-92.77686527524314
690,-93.00953933240332
691,-93.23854006302969
692,-93.46385842294816
693,-93.68548551341658
694,-93.90341258147608
695,-94.11763102029678
696,-94.32813236951773
697,-94.53490831558105
698,-94.73795069206015
699,-94.93725147998245
700,-95.13280280814593
701,-95.32459695343009
702,-95.51262634110088
703,-95.69688354510996
704,-95.8773612883878
705,-96.05405244313135
706,-96.22695003108535
707,-96.396047223818
708,-96.56133734299056
709,-96.72281386062126
710,-96.880470399343
711,-97.03430073265524
712,-97.18429878516987
713,-97.33045863285132
714,-97.47277450325028
715,-97.61124077573184
716,-97.74585198169746
717,-97.8766028048009
718,-98.00348808115822
719,-98.12650279955166
720,-98.24564210162767
721,-98.36090128208862
722,-98.47227578887883
723,-98.5797612233642
724,-98.683353340506
725,-98.78304804902844
726,-98.8788414115804
727,-98.97072964489074
728,-99.05870911991792
729,-99.1427763619932
730,-99.22292805095783
731,-99.29916102129435
732,-99.3714722622514
733,-99.43985891796284
734,-99.50431828756028
735,-99.56484782528005
736,-99.62144514056351
737,-99.6741079981515
738,-99.72283431817276
739,-99.7676221762259
740,-99.80846980345554
741,-99.84537558662204
742,-99.87833806816532
743,-99.90735594626236
744,-99.93242807487867
745,-99.95355346381349
746,-99.97073127873898
747,-99.98396084123303
748,-99.99324162880619
749,-99.99857327492232
750,-99.99995556901288
751,-99.99738845648544
752,-99.99087203872577
753,-99.98040657309382
754,-99.96599247291356
755,-99.94763030745668
756,-99.92532080192008
757,-99.8990648373972
758,-99.86886345084336
759,-99.83471783503461
760,-99.79662933852079
761,-99.75459946557214
762,-99.70862987611999
763,-99.65872238569116
764,-99.60487896533624
765,-99.5471017415518
766,-99.48539299619638
767,-99.41975516640028
768,-99.35019084446948
769,-99.27670277778311
770,-99.19929386868506
771,-99.11796717436924
772,-99.03272590675893
773,-98.94357343237992
774,-98.85051327222743
775,-98.75354910162733
776,-98.65268475009056
777,-98.54792420116236
778,-98.43927159226457
779,-98.32673121453243
780,-98.21030751264507
781,-98.09000508464992
782,-97.96582868178109
783,-97.83778320827187
784,-97.70587372116097
785,-97.5701054300926
786,-97.43048369711109
787,-97.28701403644884
788,-97.1397021143086
789,-96.98855374863984
790,-96.83357490890869
791,-96.67477171586249
792,-96.51215044128776
793,-96.3457175077628
794,-96.17547948840381
795,-96.00144310660535
796,-95.82361523577492
797,-95.64200289906127
798,-95.45661326907724
799,-95.26745366761644
800,-95.07453156536401
801,-94.87785458160151
802,-94.67743048390635
803,-94.47326718784453
804,-94.26537275665837
805,-94.05375540094796
806,-93.83842347834688
807,-93.61938549319208
808,-93.3966500961881
809,-93.17022608406535
810,-92.94012239923272
811,-92.7063481294244
812,-92.46891250734096
813,-92.2278249102848
814,-91.98309485978966
815,-91.73473202124458
816,-91.48274620351232
817,-91.2271473585419
818,-90.96794558097548
819,-90.70515110774976
820,-90.43877431769164
821,-90.16882573110844
822,-89.89531600937221
823,-89.61825595449878
824,-89.33765650872118
825,-89.05352875405741
826,-88.76588391187278
827,-88.47473334243679
828,-88.18008854447442
829,-87.88196115471196
830,-87.58036294741758
831,-87.27530583393602
832,-86.96680186221852
833,-86.65486321634674
834,-86.33950221605167
835,-86.02073131622711
836,-85.69856310643767
837,-85.37301031042162
838,-85.04408578558825
839,-84.71180252251034
840,-84.37617364441091
841,-84.03721240664494
842,-83.69493219617596
843,-83.34934653104725
844,-83.00046905984803
845,-82.64831356117432
846,-82.2928939430849
847,-81.9342242425519
848,-81.57231862490654
849,-81.20719138327954
850,-80.83885693803678
851,-80.46732983620967
852,-80.09262475092069
853,-79.7147564808039
854,-79.33373994942028
855,-78.94959020466868
856,-78.56232241819123
857,-78.17195188477442
858,-77.77849402174473
859,-77.38196436835996
860,-76.98237858519548
861,-76.57975245352554
862,-76.17410187470038
863,-75.76544286951791
864,-75.35379157759111
865,-74.93916425671057
866,-74.52157728220237
867,-74.10104714628145
868,-73.67759045740034
869,-73.25122393959282
870,-72.8219644318139
871,-72.38982888727448
872,-71.954834372772
873,-71.51699806801616
874,-71.07633726495071
875,-70.63286936707026
876,-70.18661188873318
877,-69.7375824544695
878,-69.28579879828547
879,-68.83127876296258
880,-68.37404029935314
881,-67.91410146567134
882,-67.45148042677998
883,-66.98619545347309
884,-66.51826492175445
885,-66.0477073121115
886,-65.57454120878596
887,-65.09878529903955
888,-64.6204583724159
889,-64.13957931999883
890,-63.65616713366586
891,-63.170240905338424
892,-62.6818198262275
893,-62.190923186076176
894,-61.69757037239745
895,-61.20178086970866
896,-60.70357425876192
897,-60.20297021577085
898,-59.69998851163343
899,-59.19464901115121
900,-58.6869716722447
901,-58.176976545165275
902,-57.66468377170315
903,-57.15011358439204
904,-56.63328630570997
905,-56.11422234727679
906,-55.59294220904793
907,-55.06946647850488
908,-54.543815829841826
909,-54.01601102314957
910,-53.48607290359526
911,-52.95402240059951
912,-52.419880527009376
913,-51.88366837826871
914,-51.345407131585105
915,-50.80511804509315
916,-50.26282245701533
917,-49.71854178481902
918,-49.17229752437065
919,-48.62411124908677
920,-48.07400460908205
921,-47.52199933031418
922,-46.968117213725854
923,-46.41238013438378
924,-45.854810040614694
925,-45.295428953138526
926,-44.73425896419883
927,-44.17132223669011
928,-43.60664100328261
929,-43.04023756554427
930,-42.47213429305993
931,-41.902353622547665
932,-41.33091805697296
933,-40.75785016466006
934,-40.18317257840021
935,-39.606907994558114
936,-39.02907917217549
937,-38.449708932072305
938,-37.86882015594519
939,-37.28643578546417
940,-36.70257882136633
941,-36.11727232254753
942,-35.53053940515159
943,-34.94240324165743
944,-34.35288705996416
945,-33.762014142472985
946,-33.169807825168455
947,-32.576291496696456
948,-31.981488597440556
949,-31.385422618596248
950,-30.78811710124323
951,-30.1895956354156
952,-29.58988185917024
953,-28.988999457653343
954,-28.386972162164508
955,-27.78382374922042
956,-27.17957803961491
957,-26.574258897478625
958,-25.967890229336447
959,-25.36049598316333
960,-24.75210014743856
961,-24.142726750198054
962,-23.53239985808587
963,-22.92114357540337
964,-22.308982043157386
965,-21.69593943810662
966,-21.082039971807227
967,-20.467307889656126
968,-19.85176746993347
969,-19.235443022844215
970,-18.618358889557683
971,-18.000539441246293
972,-17.38200907812308
973,-16.762792228477974
974,-16.142913347713094
975,-15.522396917376854
976,-14.901267444197105
977,-14.279549459113273
978,-13.657267516307508
979,-13.034446192234967
980,-12.411110084653169
981,-11.787283811650536
982,-11.162992010674122
983,-10.53825933755668
984,-9.913110465542532
985,-9.287570084313657
986,-8.661662899014159
987,-8.035413629274993
988,-7.40884700823717
989,-6.781987781575278
990,-6.154860706520191
991,-5.52749055088094
992,-4.899902092067071
993,-4.272120116109721
994,-3.6441694166828116
995,-3.0160747941238437
996,-2.3878610544544263
997,-1.7595530084005062
998,-1.1311754704129273
999,-0.5027532576865208
1000,0.12568881081913924
1001,0.7541259153603813
1002,1.3825332363895808
1003,2.0108859555353864
1004,2.6391592565828974
1005,3.2673283264537596
1006,3.8953683561860424
1007,4.5232545419144055
1008,5.150962085849256
1009,5.778466197256125
1010,6.4057420934351805
1011,7.032765000699663
1012,7.659510155354371
1013,8.285952804673602
1014,8.912068207879095
1015,9.5378316371166
1016,10.163218378432848
1017,10.78820373275152
1018,11.412763016848697
1019,12.036871564327816
1020,12.66050472659347
1021,13.283637873825327
1022,13.90624639595088
1023,14.528305703616933
1024,15.149791229161114
1025,15.770678427582032
1026,16.390942777508695
1027,17.010559782168926
1028,17.629504970356873
1029,18.247753897399356
1030,18.86528214612175
1031,19.48206532781144
1032,20.09807908318188
1033,20.713299083334245
1034,21.327701030718355
1035,21.941260660092237
1036,22.55395373948052
1037,23.16575607113134
1038,23.77664349247237
1039,24.386591877064546
1040,24.9955771355553
1041,25.60357521662993
1042,26.210562107961145
1043,26.816513837157924
1044,27.42140647271186
1045,28.02521612494271
1046,28.627918946941445
1047,29.229491135512347
1048,29.82990893211303
1049,30.429148623792766
1050,31.027186544129
1051,31.623999074162022
1052,32.219562643327734
1053,32.81385373038883
1054,33.406848864363276
1055,33.9985246254516
1056,34.58885764596175
1057,35.177824611232175
1058,35.76540226055178
1059,36.351567388080056
1060,36.93629684376228
1061,37.519567534244366
1062,38.101356423784836
1063,38.68164053516458
1064,39.26039695059431
1065,39.8376028126197
1066,40.413235325024104
1067,40.9872717537288
1068,41.55968942769117
1069,42.130465739799604
1070,42.69957814776662
1071,43.26700417501914
1072,43.83272141158614
1073,44.39670751498371
1074,44.95894021109745
1075,45.51939729506219
1076,46.07805663213886
1077,46.63489615858898
1078,47.18989388254559
1079,47.74302788488226
1080,48.29427632007809
1081,48.8436174170813
1082,49.391029480168754
1083,49.936490889802535
1084,50.47998010348407
1085,51.02147565660482
1086,51.560956163294094
1087,52.09840031726357
1088,52.63378689264886
1089,53.167094744847724
1090,53.698302811355106
1091,54.227390112595295
1092,54.75433575275006
1093,55.27911892058417
1094,55.80171889026724
1095,56.32211502219232
1096,56.84028676379101
1097,57.356213650345154
1098,57.86987530579509
1099,58.381251443544336
1100,58.89032186726102
1101,59.39706647167529
1102,59.90146524337301
1103,60.40349826158701
1104,60.90314569898317
1105,61.40038782244388
1106,61.895204993847045
1107,62.38757767084184
1108,62.87748640762055
1109,63.3649118556865
1110,63.849834764618244
1111,64.3322359828298
1112,64.81209645832709
1113,65.28939723946021
1114,65.76411947567232
1115,66.23624441824359
1116,66.705753421032
1117,67.17262794120971
1118,67.6368495399953
1119,68.09839988338209
1120,68.55726074286218
1121,69.01341399614637
1122,69.46684162787979
1123,69.91752573035389
1124,70.36544850421265
1125,70.81059225915665
1126,71.25293941464118
1127,71.69247250057056
1128,72.12917415798844
1129,72.56302713976294
1130,72.99401431126805
1131,73.42211865106036
1132,73.84732325155119
1133,74.26961131967448
1134,74.68896617754991
1135,75.1053712631416
1136,75.51881013091219
1137,75.9292664524725
1138,76.3367240172262
1139,76.74116673301006
1140,77.14257862672963
1141,77.54094384498995
1142,77.93624665472176
1143,78.32847144380277
1144,78.7176027216744
1145,79.10362511995324
1146,79.48652339303844
1147,79.86628241871357
1148,80.24288719874384
1149,80.61632285946854
1150,80.98657465238837
1151,81.35362795474815
1152,81.71746827011393
1153,82.07808122894585
1154,82.43545258916554
1155,82.78956823671854
1156,83.14041418613184
1157,83.48797658106614
1158,83.8322416948631
1159,84.17319593108745
1160,84.51082582406414
1161,84.84511803940985
1162,85.17605937455984
1163,85.50363675928932
1164,85.82783725622963
1165,86.14864806137918
1166,86.46605650460923
1167,86.78005005016405
1168,87.09061629715632
1169,87.39774298005666
1170,87.70141796917817
1171,88.00162927115535
1172,88.29836502941797
1173,88.59161352465911
1174,88.8813631752981
1175,89.16760253793811
1176,89.45032030781765
1177,89.72950531925754
1178,90.00514654610151
1179,90.27723310215188
1180,90.54575424159944
1181,90.81069935944781
1182,91.07205799193227
1183,91.3298198169332
1184,91.58397465438348
1185,91.83451246667066
1186,92.08142335903341
1187,92.32469757995224
1188,92.5643255215348
1189,92.80029771989497
1190,93.03260485552708
1191,93.26123775367364
1192,93.4861873846878
1193,93.70744486439004
1194,93.92500145441892
1195,94.13884856257624
1196,94.34897774316644
1197,94.55538069733001
1198,94.75804927337144
1199,94.95697546708104
1200,95.152151422051
1201,95.34356942998588
1202,95.5312219310068
1203,95.71510151395019
1204,95.8952009166604
1205,96.07151302627652
1206,96.24403087951337
1207,96.41274766293641
1208,96.57765671323084
1209,96.73875151746482
1210,96.89602571334672
1211,97.04947308947621
1212,97.19908758558977
1213,97.3448632928
1214,97.48679445382889
1215,97.62487546323531
1216,97.75910086763632
1217,97.8894653659225
1218,98.01596380946748
1219,98.13859120233116
1220,98.25734270145696
1221,98.37221361686329
1222,98.48319941182861
1223,98.59029570307057
1224,98.69349826091933
1225,98.7928030094844
1226,98.88820602681572
1227,98.9797035450586
1228,99.06729195060232
1229,99.15096778422307
1230,99.23072774122052
1231,99.30656867154822
1232,99.3784875799381
1233,99.4464816260188
1234,99.51054812442773
1235,99.57068454491727
1236,99.6268885124546
1237,99.6791578073155
1238,99.72749036517207
1239,99.77188427717424
1240,99.81233779002511
1241,99.84884930605025
1242,99.88141738326081
1243,99.91004073541042
1244,99.934718232046
1245,99.95544889855243
1246,99.97223191619108
1247,99.98506662213195
1248,99.9939525094802
1249,99.99888922729576
1250,99.99987658060753
1251,99.99691453042091
1252,99.9900031937193
1253,99.97914284345966
1254,99.96433390856157
1255,99.94557697389028
1256,99.92287278023385
1257,99.89622222427353
1258,99.8656263585486
1259,99.83108639141479
1260,99.7926036869964
1261,99.75017976513264
1262,99.70381630131739
1263,99.6535151266332
1264,99.59927822767884
1265,99.54110774649097
1266,99.4790059804594
1267,99.41297538223655
1268,99.34301855964034
1269,99.26913827555138
1270,99.19133744780385
1271,99.10961914907006
1272,99.02398660673943
1273,98.93444320279072
1274,98.8409924736586
1275,98.743638110094
1276,98.6423839570184
1277,98.53723401337164
1278,98.42819243195451
1279,98.31526351926433
1280,98.19845173532504
1281,98.07776169351101
1282,97.95319816036483
1283,97.82476605540911
1284,97.69247045095221
1285,97.5563165718878
1286,97.41630979548847
1287,97.27245565119372
1288,97.12475982039108
1289,96.97322813619208
1290,96.81786658320172
1291,96.65868129728226
1292,96.49567856531061
1293,96.32886482493038
1294,96.15824666429742
1295,95.98383082181951
1296,95.80562418589072
1297,95.62363379461866
1298,95.43786683554728
1299,95.24833064537233
1300,95.05503270965193
1301,94.857980662511
1302,94.65718228633952
1303,94.45264551148547
1304,94.24437841594127
1305,94.03238922502509
1306,93.81668631105572
1307,93.5972781930222
1308,93.37417353624704
1309,93.14738115204422
1310,92.91690999737125
1311,92.68276917447504
1312,92.44496793053307
1313,92.20351565728735
1314,91.9584218906744
1315,91.70969631044777
1316,91.45734873979649
